user_id;trajets;billettique_type;billettique_end_date;billettique_tickets_left;centres d'intérêts;lieux favoris;km de marche dans les 90 derniers jours;PMR;intérêt événements
792;"[['La Motte-Picquet', ""Gare d'Austerlitz"", 'Métro 10', '22:00'], ['Trocadéro', 'Parc de Saint-Cloud', 'Bus 72', '18:30']]";Navigo Mois;2024-12-01;;['Voyages', 'Sport'];[[48.82886522460355, 2.321511426705778], [48.85150053800824, 2.3222682228586455]];135.44888755585882;False;5
793;"[['Trocadéro', ""Chaussée d'Antin"", 'Métro 9', '20:30'], ['Bobigny', ""Place d'Italie"", 'Métro 5', '16:30']]";Navigo Mois;2024-12-01;;['Musique', 'Jeux vidéo'];[[48.870325619983426, 2.3477367882918028], [48.8219951765054, 2.2943355359858297]];25.31846905038349;False;3
794;[['Châtelet', 'Gare du Nord', 'RER B', '20:30'], ['Charles de Gaulle - Étoile', 'Porte Dauphine', 'Métro 2', '13:30']];Ticket t+;;0.0;['Jeux vidéo', 'Sport'];[[48.85838318367912, 2.367563817037435], [48.83037881479132, 2.275850324530667]];128.28346832436833;False;2
795;[['Porte Dauphine', 'Charles de Gaulle - Étoile', 'Métro 2', '18:30'], ['Hôtel de Ville', 'Trocadéro', 'Bus 72', '9:30']];Navigo Semaine;2024-11-25;;['Voyages', 'Lecture'];[[48.84251050955615, 2.40726744065261], [48.84029221692036, 2.272990994558651]];27.387865862669873;False;1
796;[['Bastille', 'Gare du Nord', 'Métro 5', '11:30'], ['Trocadéro', 'République', 'Métro 9', '21:00']];Navigo Mois;2024-12-01;;['Voyages', 'Cinéma'];[[48.853318022268745, 2.3886034970307795], [48.867268039853904, 2.3071223761428237]];111.32886240527378;False;5
797;[['Aéroport CDG', 'Robinson', 'RER B', '18:00'], ['Champs-Elysées', 'Nation', 'Métro 1', '17:30']];Navigo Semaine;2024-11-25;;['Cinéma', 'Musique'];[[48.864700041325094, 2.4185223441684096], [48.84490246810989, 2.3201692384117822]];130.0601424695272;False;1
798;[['Nation', 'Charles de Gaulle - Étoile', 'Métro 6', '5:00'], ['Charles de Gaulle - Étoile', 'Nation', 'Métro 2', '15:00']];Navigo Mois;2024-12-01;;['Musique', 'Lecture'];[[48.813023783881775, 2.3316995843477493], [48.851085087034114, 2.391091460576834]];59.81591568916315;True;3
799;[['Châtelet', 'Nation', 'RER A', '19:30'], ['La Défense', 'Nation', 'RER A', '7:00']];Ticket t+;;0.0;['Musique', 'Jeux vidéo'];[[48.88943103277618, 2.341044671276006], [48.87139426842052, 2.276756736624239]];112.81956336113103;False;3
800;[['Bastille', 'Concorde', 'Métro 1', '7:30'], ['Aéroport CDG', 'Robinson', 'RER B', '14:00']];Ticket t+;;2.0;['Cinéma', 'Randonnée et nature'];[[48.89993160758131, 2.361566984648429], [48.857951080823106, 2.361507228730964]];109.88026658947643;False;3
801;"[['Châtelet', ""Porte d'Orléans"", 'Bus 38', '6:30'], [""Place d'Italie"", 'La Courneuve', 'Métro 7', '15:00']]";Ticket t+;;0.0;['Sport', 'Cuisine'];[[48.886928552364004, 2.3712737501610373], [48.882475884480804, 2.31445669613423]];115.46888378972885;True;2
802;"[['Versailles', ""Musée d'Orsay"", 'RER C', '5:00'], ['Porte de Clignancourt', 'Barbès', 'Métro 4', '15:00']]";Navigo Semaine;2024-11-25;;['Musique', 'Sport'];[[48.84736760933302, 2.3869170043305106], [48.826552002231395, 2.3027905187316335]];72.85080259124233;False;5
803;[['Châtelet', 'Barbès', 'Métro 4', '5:00'], ['Montparnasse', 'Barbès', 'Métro 4', '20:30']];Navigo Mois;2024-12-01;;['Cinéma', 'Sport'];[[48.841998531482915, 2.392625296151257], [48.813209353801135, 2.395464608673381]];14.048969372585361;False;2
804;"[['Villejuif', ""Gare de l'Est"", 'Métro 7', '20:00'], ['Montparnasse', 'Porte de Clignancourt', 'Métro 4', '20:30']]";Ticket t+;;1.0;['Jeux vidéo', 'Musique'];[[48.883506730174595, 2.3481503231623346], [48.824333973213754, 2.2789535369919265]];23.91302582797234;False;5
805;"[[""Gare d'Austerlitz"", 'Boulogne', 'Métro 10', '8:30'], [""Place d'Italie"", 'République', 'Métro 5', '14:30']]";Navigo Semaine;2024-11-25;;['Cinéma', 'Musique'];[[48.873529439276766, 2.283042060957872], [48.8230949436114, 2.343740920855471]];88.61240565547334;False;3
806;[['Concorde', 'Champs-Elysées', 'Métro 1', '19:30'], ['Hôtel de Ville', 'Trocadéro', 'Bus 72', '20:00']];Navigo Mois;2024-12-01;;['Sport', 'Voyages'];[[48.86788945682572, 2.2699387093057477], [48.813199618228445, 2.299938560814297]];75.37418105050793;False;2
807;[['Nation', 'Trocadéro', 'Métro 6', '19:00'], ['Gare du Nord', 'Robinson', 'RER B', '14:30']];Ticket t+;;1.0;['Sport', 'Voyages'];[[48.88038864862973, 2.3965466125065067], [48.87801186349872, 2.391750082735343]];74.38064170731144;False;1
808;[['Charles de Gaulle - Étoile', 'Marne-la-Vallée', 'RER A', '8:30'], ['Charles de Gaulle - Étoile', 'Porte Dauphine', 'Métro 2', '21:00']];Navigo Semaine;2024-11-25;;['Technologie et gadgets', 'Cinéma'];[[48.84353407013772, 2.3582570079218446], [48.83783181778198, 2.3436700741349816]];125.32037654991629;False;2
809;[['Bastille', 'La Défense', 'Métro 1', '5:30'], ['Boulogne', 'La Motte-Picquet', 'Métro 10', '14:00']];Navigo Semaine;2024-11-25;;['Musique', 'Sport'];[[48.886312429773795, 2.4130745089236756], [48.842016474498024, 2.297788632250748]];126.11729875709683;False;5
810;"[[""Porte d'Orléans"", 'Luxembourg', 'Bus 38', '22:30'], ['Marne-la-Vallée', 'La Défense', 'RER A', '20:30']]";Navigo Semaine;2024-11-25;;['Cuisine', 'Voyages'];[[48.879317382169894, 2.334540282306816], [48.89596487766287, 2.263663243988137]];115.41603434106526;False;5
811;"[['Bobigny', ""Place d'Italie"", 'Métro 5', '19:00'], ['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '10:00']]";Navigo Semaine;2024-11-25;;['Art et artisanat', 'Musique'];[[48.87195541745436, 2.401860480617307], [48.899888006967366, 2.3227598114988925]];75.5439200479408;False;1
812;[['Robinson', 'Aéroport CDG', 'RER B', '18:00'], ['Charles de Gaulle - Étoile', 'Trocadéro', 'Métro 6', '15:00']];Navigo Mois;2024-12-01;;['Sport', 'Art et artisanat'];[[48.864027904552884, 2.396905358960378], [48.876021192455646, 2.308986512283492]];93.93546524776684;False;5
813;[['Nation', 'Montparnasse', 'Métro 6', '6:30'], ['Parc de Saint-Cloud', 'Trocadéro', 'Bus 72', '12:30']];Navigo Semaine;2024-11-25;;['Technologie et gadgets', 'Jeux vidéo'];[[48.8898391013413, 2.3479701787673264], [48.888377114588586, 2.3565149289748897]];26.59226275367875;True;4
814;[['Anvers', 'Charles de Gaulle - Étoile', 'Métro 2', '11:00'], ['Gambetta', 'République', 'Métro 3', '16:30']];Navigo Mois;2024-12-01;;['Sport', 'Randonnée et nature'];[[48.81320154759397, 2.362589045481347], [48.87996619960357, 2.2931037577069264]];128.82476759586396;False;4
815;[['Châtelet', 'Luxembourg', 'Bus 38', '16:00'], ['Nation', 'Champs-Elysées', 'Métro 1', '14:30']];Ticket t+;;4.0;['Musique', 'Randonnée et nature'];[[48.85177704223466, 2.3767473794040077], [48.88472662620887, 2.3415998739990513]];73.81238145721215;False;3
816;"[['Nation', 'La Défense', 'Métro 1', '5:00'], ['Versailles', ""Gare d'Austerlitz"", 'RER C', '5:30']]";Navigo Mois;2024-12-01;;['Jeux vidéo', 'Cuisine'];[[48.831104985036546, 2.258357496928168], [48.82070918732503, 2.3099928214208347]];29.283253512671642;False;3
817;[['Nation', 'La Défense', 'RER A', '9:00'], ['Charles de Gaulle - Étoile', 'Nation', 'Métro 6', '21:00']];Navigo Mois;2024-12-01;;['Cinéma', 'Voyages'];[[48.842583233193025, 2.404203911013884], [48.833350333251275, 2.352701219580692]];44.36829758338344;False;1
818;[['Odéon', 'Boulogne', 'Métro 10', '12:30'], ['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '10:30']];Ticket t+;;0.0;['Cinéma', 'Cuisine'];[[48.82540213601745, 2.2596996819161093], [48.84624911085346, 2.365979937204541]];74.9447188418983;False;3
819;[['Porte de Clignancourt', 'Mairie de Montrouge', 'Métro 4', '11:30'], ['Mairie de Montreuil', 'Trocadéro', 'Métro 9', '22:00']];Ticket t+;;3.0;['Voyages', 'Sport'];[[48.894863068651894, 2.3824289081670753], [48.8569595504511, 2.2582983683093216]];88.9873130604422;False;4
820;"[['Champs-Elysées', 'Concorde', 'Métro 1', '13:30'], [""Porte d'Orléans"", 'Châtelet', 'Bus 38', '9:30']]";Navigo Mois;2024-12-01;;['Voyages', 'Cuisine'];[[48.83091829379282, 2.3310929304274617], [48.87336823191632, 2.3530726773246533]];93.72750559105484;True;5
821;[['Porte de Clignancourt', 'Châtelet', 'Métro 4', '16:30'], ['Charles de Gaulle - Étoile', 'Nation', 'Métro 2', '14:30']];Navigo Mois;2024-12-01;;['Musique', 'Sport'];[[48.8475829609045, 2.321990269452445], [48.88434182505672, 2.2615328734100757]];80.82441926565562;False;3
822;[['Aéroport CDG', 'Châtelet', 'RER B', '10:00'], ['Barbès', 'Porte de Clignancourt', 'Métro 4', '17:00']];Ticket t+;;2.0;['Cuisine', 'Cinéma'];[[48.84334608902853, 2.3408573637883263], [48.86831890812496, 2.354306739287252]];91.185516933609;False;3
823;[['Anvers', 'Porte Dauphine', 'Métro 2', '11:00'], ['La Courneuve', 'Villejuif', 'Métro 7', '20:00']];Ticket t+;;0.0;['Voyages', 'Musique'];[[48.81346337465483, 2.338347218395561], [48.83058848040419, 2.381712717965707]];68.75899625017017;False;4
824;"[['Gare du Nord', 'Châtelet', 'Bus 38', '5:00'], [""Gare d'Austerlitz"", 'Invalides', 'RER C', '6:30']]";Navigo Mois;2024-12-01;;['Voyages', 'Sport'];[[48.89762260146499, 2.2502812966963948], [48.83371548865897, 2.2849416193284786]];32.375797791428084;False;3
825;"[[""Gare de l'Est"", 'Villejuif', 'Métro 7', '7:00'], ['La Défense', 'Bastille', 'Métro 1', '15:00']]";Ticket t+;;2.0;['Sport', 'Musique'];[[48.86757442933672, 2.307011865746073], [48.87403811467025, 2.2780665835366025]];68.23775392997378;False;2
826;[['La Courneuve', 'Opéra', 'Métro 7', '22:30'], ['Trocadéro', 'Nation', 'Métro 6', '15:30']];Navigo Mois;2024-12-01;;['Cinéma', 'Voyages'];[[48.849928555242094, 2.3796461497972157], [48.86148023273996, 2.331617266535516]];87.81238158560846;False;5
827;"[['Gare du Nord', 'Châtelet', 'Bus 38', '18:30'], [""Place d'Italie"", 'Gare du Nord', 'Métro 5', '14:00']]";Navigo Mois;2024-12-01;;['Voyages', 'Musique'];[[48.82632348498467, 2.402550906476055], [48.87173056163863, 2.3843680303569386]];56.66808858087951;False;3
828;[['Charles de Gaulle - Étoile', 'Nation', 'Métro 2', '8:30'], ['Nation', 'Marne-la-Vallée', 'RER A', '15:30']];Ticket t+;;0.0;['Musique', 'Sport'];[[48.87645229748282, 2.3152152177412026], [48.87162058400749, 2.303414919609541]];143.80946673993978;False;3
829;[['République', 'Opéra', 'Métro 3', '16:30'], ['Porte de Clignancourt', 'Barbès', 'Métro 4', '6:30']];Navigo Semaine;2024-11-25;;['Voyages', 'Cinéma'];[[48.88112095416674, 2.3700313342621326], [48.89917082429504, 2.305589437232719]];117.46335201040984;False;2
830;[['Nation', 'Concorde', 'Métro 1', '16:30'], ['Trocadéro', 'Hôtel de Ville', 'Bus 72', '10:00']];Navigo Semaine;2024-11-25;;['Jeux vidéo', 'Sport'];[[48.833235458073794, 2.3763228543585435], [48.860225260059586, 2.321000712716163]];69.08772070468277;False;1
831;"[['Châtelet', 'La Défense', 'RER A', '15:00'], [""Porte d'Orléans"", 'Luxembourg', 'Bus 38', '17:30']]";Navigo Semaine;2024-11-25;;['Cinéma', 'Sport'];[[48.83337648391095, 2.295569614123894], [48.84347538081157, 2.2503880176256503]];72.37368156345168;False;2
832;"[['Gare du Nord', 'Bobigny', 'Métro 5', '20:30'], ['Versailles', ""Musée d'Orsay"", 'RER C', '5:00']]";Navigo Semaine;2024-11-25;;['Voyages', 'Musique'];[[48.81393999027353, 2.3062334626958134], [48.81916841853225, 2.361149311820368]];127.2446143966488;False;5
833;[['Bastille', 'La Défense', 'Métro 1', '20:30'], ['La Défense', 'Châtelet', 'RER A', '9:30']];Navigo Mois;2024-12-01;;['Musique', 'Cinéma'];[[48.89636044937621, 2.3478738847178002], [48.83714732200732, 2.414384870780629]];42.37329453975637;False;3
834;[['Charles de Gaulle - Étoile', 'Anvers', 'Métro 2', '6:00'], ['République', 'Opéra', 'Métro 3', '11:00']];Navigo Mois;2024-12-01;;['Musique', 'Sport'];[[48.84993407396846, 2.3499551115819632], [48.81572812869443, 2.3823483411212427]];124.93172013368061;False;3
835;[['Bobigny', 'Gare du Nord', 'Métro 5', '6:30'], ['Anvers', 'Charles de Gaulle - Étoile', 'Métro 2', '18:00']];Ticket t+;;2.0;['Jeux vidéo', 'Sport'];[[48.87030730505003, 2.276483120195598], [48.84340938729939, 2.372523393421795]];69.41677083803324;False;3
836;[['Charles de Gaulle - Étoile', 'Porte Dauphine', 'Métro 2', '20:00'], ['Châtelet', 'Robinson', 'RER B', '22:30']];Navigo Semaine;2024-11-25;;['Musique', 'Voyages'];[[48.85566024801873, 2.3134274061001423], [48.86090601994049, 2.400844529875426]];103.00869293285535;False;3
837;[['Robinson', 'Aéroport CDG', 'RER B', '17:00'], ['Trocadéro', 'Charles de Gaulle - Étoile', 'Métro 6', '16:00']];Navigo Mois;2024-12-01;;['Musique', 'Cinéma'];[[48.853264224056474, 2.2738718345220508], [48.8803379440534, 2.25404164827628]];37.90414395316289;False;3
838;[['La Défense', 'Champs-Elysées', 'Métro 1', '13:30'], ['Charles de Gaulle - Étoile', 'Porte Dauphine', 'Métro 2', '10:00']];Ticket t+;;1.0;['Voyages', 'Lecture'];[[48.880056565953716, 2.327754155297812], [48.836068470833744, 2.392860742810223]];133.5989247375209;False;3
839;"[[""Musée d'Orsay"", 'Versailles', 'RER C', '15:00'], [""Gare de l'Est"", 'Villejuif', 'Métro 7', '10:00']]";Ticket t+;;0.0;['Cinéma', 'Sport'];[[48.85178913714976, 2.250388410720912], [48.87838222436423, 2.382542756368886]];93.9436335607518;False;4
840;[['Charles de Gaulle - Étoile', 'Trocadéro', 'Métro 6', '7:30'], ['La Motte-Picquet', 'Boulogne', 'Métro 10', '6:30']];Ticket t+;;0.0;['Sport', 'Randonnée et nature'];[[48.840295223325874, 2.259289925356917], [48.87517270367842, 2.35354533164092]];129.6543029707951;False;4
841;[['Robinson', 'Gare du Nord', 'RER B', '14:00'], ['Châtelet', 'Gare du Nord', 'Bus 38', '15:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Jeux vidéo'];[[48.85012611938536, 2.36417363227249], [48.81308678767598, 2.3458511186537434]];34.42317570309108;False;4
842;[['Concorde', 'La Défense', 'Métro 1', '18:00'], ['La Motte-Picquet', 'Odéon', 'Métro 10', '11:30']];Navigo Mois;2024-12-01;;['Sport', 'Cuisine'];[[48.865231603621005, 2.409939159861791], [48.834988797256486, 2.3699259923975626]];98.91034452247271;False;5
843;"[['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '10:00'], [""Porte d'Orléans"", 'Luxembourg', 'Bus 38', '18:30']]";Navigo Mois;2024-12-01;;['Art et artisanat', 'Jeux vidéo'];[[48.87187071196393, 2.2668259551478527], [48.88237247458709, 2.2733624446187672]];20.069143061697623;False;3
844;"[['Mairie de Montreuil', ""Chaussée d'Antin"", 'Métro 9', '11:00'], ['Hôtel de Ville', 'Trocadéro', 'Bus 72', '20:00']]";Navigo Mois;2024-12-01;;['Cuisine', 'Lecture'];[[48.82303242043225, 2.416345246927376], [48.83000260198375, 2.25615132905423]];59.514852635359404;False;3
845;"[['Trocadéro', ""Chaussée d'Antin"", 'Métro 9', '8:30'], ['Concorde', 'Bastille', 'Métro 1', '21:30']]";Navigo Semaine;2024-11-25;;['Musique', 'Cuisine'];[[48.83003785628195, 2.313739890266852], [48.87540031282233, 2.389482179860267]];59.92012240528415;False;4
846;[['Nation', 'Anvers', 'Métro 2', '16:00'], ['Balard', 'Bastille', 'Métro 8', '22:30']];Navigo Semaine;2024-11-25;;['Jeux vidéo', 'Cuisine'];[[48.82544608573056, 2.3544482047815207], [48.884945445200515, 2.3095411134811275]];15.126010156968025;False;4
847;[['Porte de Clignancourt', 'Barbès', 'Métro 4', '11:30'], ['Denfert-Rochereau', 'Gare du Nord', 'RER B', '6:30']];Navigo Semaine;2024-11-25;;['Sport', 'Cinéma'];[[48.85785762395217, 2.263861050887483], [48.8793586181492, 2.2812230369155575]];13.251597464348286;False;1
848;"[['Odéon', ""Gare d'Austerlitz"", 'Métro 10', '14:00'], ['Saint-Lazare', 'Pont de Levallois', 'Métro 3', '15:30']]";Ticket t+;;1.0;['Technologie et gadgets', 'Art et artisanat'];[[48.89962973454475, 2.3247019748518523], [48.874252094068076, 2.27474949857258]];130.85185493215366;False;1
849;[['Opéra', 'Gambetta', 'Métro 3', '7:00'], ['République', 'Bastille', 'Métro 5', '22:30']];Navigo Semaine;2024-11-25;;['Musique', 'Sport'];[[48.84076089310405, 2.2544690418634414], [48.82366088639087, 2.321283964723472]];118.48977183040722;False;2
850;"[['Mairie de Montrouge', 'Châtelet', 'Métro 4', '10:00'], [""Place d'Italie"", 'République', 'Métro 5', '6:00']]";Ticket t+;;4.0;['Lecture', 'Art et artisanat'];[[48.883498912447926, 2.2928114957311028], [48.81787823573787, 2.2855815692237154]];99.24683629711149;False;5
851;"[['Robinson', 'Aéroport CDG', 'RER B', '8:30'], [""Musée d'Orsay"", ""Gare d'Austerlitz"", 'RER C', '11:30']]";Navigo Semaine;2024-11-25;;['Lecture', 'Sport'];[[48.8970897813418, 2.3162937646502977], [48.814757788771765, 2.304050989666847]];116.3535926036805;False;4
852;[['Concorde', 'Champs-Elysées', 'Métro 1', '6:00'], ['Nation', 'Bastille', 'Métro 1', '16:30']];Navigo Mois;2024-12-01;;['Sport', 'Lecture'];[[48.82289270509697, 2.3971694068076825], [48.89857867012886, 2.351232848640648]];138.96032029772294;False;2
853;"[['Gare du Nord', 'Bobigny', 'Métro 5', '15:00'], ['La Motte-Picquet', ""Gare d'Austerlitz"", 'Métro 10', '10:00']]";Ticket t+;;0.0;['Voyages', 'Musique'];[[48.82448753604537, 2.3505267385334707], [48.82488681220952, 2.3455597154087124]];116.29557672128936;False;3
854;[['Créteil', 'Balard', 'Métro 8', '5:30'], ['La Motte-Picquet', 'Boulogne', 'Métro 10', '12:00']];Ticket t+;;4.0;['Jeux vidéo', 'Lecture'];[[48.83347799340513, 2.3628817474770845], [48.83673630281385, 2.3199215317186663]];112.58386398466676;False;1
855;[['Trocadéro', 'Parc de Saint-Cloud', 'Bus 72', '14:00'], ['Odéon', 'La Motte-Picquet', 'Métro 10', '7:30']];Navigo Mois;2024-12-01;;['Cinéma', 'Randonnée et nature'];[[48.880648424519684, 2.3311317355409003], [48.88203733929239, 2.3463178862412013]];42.538902016587194;False;5
856;[['Marne-la-Vallée', 'La Défense', 'RER A', '16:00'], ['Mairie de Montrouge', 'Châtelet', 'Métro 4', '12:00']];Navigo Semaine;2024-11-25;;['Sport', 'Musique'];[[48.82829191263095, 2.363499241823355], [48.89602652791441, 2.2726719993299045]];93.42486932975117;False;2
857;[['Porte Dauphine', 'Anvers', 'Métro 2', '7:00'], ['Porte de Clignancourt', 'Mairie de Montrouge', 'Métro 4', '8:30']];Ticket t+;;0.0;['Voyages', 'Art et artisanat'];[[48.86656199715146, 2.3227761093428794], [48.85725767011885, 2.3780539884793535]];86.90465992072698;False;1
858;"[['Champs-Elysées', 'Nation', 'Métro 1', '17:00'], [""Gare d'Austerlitz"", 'La Motte-Picquet', 'Métro 10', '14:30']]";Navigo Semaine;2024-11-25;;['Musique', 'Sport'];[[48.845697008233316, 2.3635518841119993], [48.83852187232597, 2.3995492320755787]];92.57353376949341;False;3
859;[['Nation', 'Anvers', 'Métro 2', '14:30'], ['Bastille', 'La Défense', 'Métro 1', '15:00']];Navigo Semaine;2024-11-25;;['Sport', 'Voyages'];[[48.86666029614011, 2.3183512182036377], [48.83692097396224, 2.3260023425284384]];26.37725580136083;False;2
860;[['La Défense', 'Charles de Gaulle - Étoile', 'RER A', '6:30'], ['Montparnasse', 'Porte de Clignancourt', 'Métro 4', '7:00']];Navigo Semaine;2024-11-25;;['Cinéma', 'Sport'];[[48.81271428403975, 2.2850529759182083], [48.84421491434243, 2.4058811792234827]];11.649402929313492;False;2
861;"[['Porte Dauphine', 'Charles de Gaulle - Étoile', 'Métro 2', '20:00'], ['Luxembourg', ""Porte d'Orléans"", 'Bus 38', '18:30']]";Navigo Semaine;2024-11-25;;['Voyages', 'Sport'];[[48.86124383449756, 2.3130894972855796], [48.89731259869214, 2.320954103960739]];76.982882487787;False;1
862;[['Saint-Lazare', 'Pont de Levallois', 'Métro 3', '19:00'], ['Porte Dauphine', 'Nation', 'Métro 2', '18:30']];Navigo Mois;2024-12-01;;['Art et artisanat', 'Cuisine'];[[48.879778217028814, 2.3897764456670725], [48.884276419601896, 2.3408124193901836]];123.94730651319469;False;5
863;[['Bastille', 'Opéra', 'Métro 8', '18:30'], ['Anvers', 'Porte Dauphine', 'Métro 2', '13:00']];Ticket t+;;0.0;['Art et artisanat', 'Lecture'];[[48.82000338376509, 2.3170601900414534], [48.839728228502494, 2.3608479912934044]];74.61530380929104;False;3
864;[['Anvers', 'Porte Dauphine', 'Métro 2', '11:00'], ['Concorde', 'La Défense', 'Métro 1', '15:30']];Navigo Mois;2024-12-01;;['Cuisine', 'Voyages'];[[48.83781796969132, 2.379118273715536], [48.81783564337703, 2.389134161113971]];102.94692448364745;False;4
865;[['Pont de Levallois', 'Gambetta', 'Métro 3', '17:30'], ['Nation', 'La Défense', 'RER A', '8:30']];Ticket t+;;0.0;['Sport', 'Randonnée et nature'];[[48.83721099396783, 2.3600978128211465], [48.857377857397765, 2.305024912019581]];28.77790086416913;False;5
866;[['Nation', 'Champs-Elysées', 'Métro 1', '15:00'], ['Nation', 'Champs-Elysées', 'Métro 1', '16:30']];Ticket t+;;4.0;['Cinéma', 'Voyages'];[[48.830769835621375, 2.309559976786188], [48.861006396157826, 2.277700435152241]];46.44380738362072;False;5
867;"[['La Défense', 'Champs-Elysées', 'Métro 1', '12:30'], [""Place d'Italie"", 'Bastille', 'Métro 5', '13:30']]";Ticket t+;;0.0;['Musique', 'Cuisine'];[[48.84503038629277, 2.291145248445527], [48.86831731231437, 2.3079451984568284]];53.139505753510726;False;1
868;[['Châtelet', 'Montparnasse', 'Métro 4', '16:00'], ['Châtelet', 'Nation', 'RER A', '18:00']];Navigo Mois;2024-12-01;;['Musique', 'Cinéma'];[[48.89177313999376, 2.321918782002512], [48.89469816159794, 2.336219753519684]];123.06602304980619;True;4
869;"[[""Musée d'Orsay"", 'Versailles', 'RER C', '17:30'], ['Hôtel de Ville', 'Trocadéro', 'Bus 72', '10:30']]";Ticket t+;;4.0;['Musique', 'Lecture'];[[48.826977140483365, 2.3031152051570425], [48.86290710755567, 2.3051800037327332]];32.76397049593343;False;5
870;[['La Défense', 'Nation', 'Métro 1', '5:30'], ['Gare du Nord', 'Châtelet', 'Bus 38', '19:00']];Ticket t+;;3.0;['Cuisine', 'Cinéma'];[[48.867391224733744, 2.308055396107392], [48.82758838277188, 2.3488977074148742]];45.29504762628415;False;3
871;"[['Villejuif', ""Gare de l'Est"", 'Métro 7', '12:00'], ['Charles de Gaulle - Étoile', 'Nation', 'Métro 6', '15:30']]";Navigo Semaine;2024-11-25;;['Randonnée et nature', 'Voyages'];[[48.850562779882765, 2.4024174013281487], [48.8808955879316, 2.3020624676607317]];108.16107961827831;False;5
872;"[['Mairie de Montreuil', ""Chaussée d'Antin"", 'Métro 9', '20:30'], ['Mairie de Montrouge', 'Barbès', 'Métro 4', '21:00']]";Ticket t+;;0.0;['Jeux vidéo', 'Sport'];[[48.83702899115278, 2.381365477227426], [48.86567020722393, 2.389767000788395]];38.05912155195806;False;5
873;"[['Odéon', ""Gare d'Austerlitz"", 'Métro 10', '12:00'], ['Montparnasse', 'Porte de Clignancourt', 'Métro 4', '20:00']]";Ticket t+;;1.0;['Musique', 'Cinéma'];[[48.81786855468071, 2.3834470739236346], [48.81846429002278, 2.41659035016646]];42.682721321461344;False;5
874;"[['Gare du Nord', ""Porte d'Orléans"", 'Bus 38', '11:00'], ['Nation', 'Champs-Elysées', 'Métro 1', '13:30']]";Navigo Semaine;2024-11-25;;['Musique', 'Lecture'];[[48.88322059962745, 2.2573555597190254], [48.88875650745853, 2.389394149309121]];128.55388175395865;False;1
875;"[['Pont de Sèvres', 'République', 'Métro 9', '6:00'], ['Luxembourg', ""Porte d'Orléans"", 'Bus 38', '14:00']]";Ticket t+;;4.0;['Voyages', 'Cinéma'];[[48.88445724825841, 2.41129954643526], [48.819920875550835, 2.329483036038709]];94.21170591622719;False;1
876;[['Porte de Clignancourt', 'Mairie de Montrouge', 'Métro 4', '9:00'], ['République', 'Bastille', 'Métro 5', '8:30']];Navigo Mois;2024-12-01;;['Cuisine', 'Sport'];[[48.83322289687792, 2.2893786952890025], [48.81753892078769, 2.2632072502596463]];44.258653820874514;False;4
877;[['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '7:30'], ['Trocadéro', 'Charles de Gaulle - Étoile', 'Métro 6', '14:30']];Navigo Semaine;2024-11-25;;['Cinéma', 'Sport'];[[48.87990638506306, 2.344173905395582], [48.850354685553135, 2.3332970224140417]];121.43234268600646;False;1
878;[['Trocadéro', 'Nation', 'Métro 6', '9:30'], ['Nation', 'La Défense', 'RER A', '14:00']];Ticket t+;;4.0;['Jeux vidéo', 'Cuisine'];[[48.83535599934313, 2.344996273726651], [48.833107679150274, 2.3979121158873142]];75.28710337718667;True;5
879;[['Bastille', 'Invalides', 'Métro 8', '21:30'], ['Bastille', 'Bobigny', 'Métro 5', '7:00']];Ticket t+;;1.0;['Lecture', 'Musique'];[[48.82567850867775, 2.2995648978506558], [48.83289534750342, 2.2764528635025334]];92.10744228171937;True;1
880;[['La Défense', 'Nation', 'RER A', '7:30'], ['Champs-Elysées', 'Bastille', 'Métro 1', '18:00']];Ticket t+;;3.0;['Voyages', 'Randonnée et nature'];[[48.82116782997674, 2.2689483308225005], [48.86773482073785, 2.3095406401723584]];116.71788643893755;False;1
881;[['Charles de Gaulle - Étoile', 'Trocadéro', 'Métro 6', '18:00'], ['Bastille', 'Concorde', 'Métro 1', '21:00']];Ticket t+;;0.0;['Randonnée et nature', 'Voyages'];[[48.85127555246737, 2.285129591423939], [48.89691050072311, 2.3736886552491923]];44.189322060838265;False;5
882;[['Opéra', 'Créteil', 'Métro 8', '13:30'], ['Châtelet', 'Luxembourg', 'Bus 38', '5:00']];Navigo Mois;2024-12-01;;['Randonnée et nature', 'Lecture'];[[48.845384702037876, 2.3581119956902516], [48.813178309376575, 2.411000121873156]];5.0;True;3
883;[['Nation', 'Charles de Gaulle - Étoile', 'Métro 2', '11:00'], ['Champs-Elysées', 'Concorde', 'Métro 1', '22:30']];Ticket t+;;3.0;['Voyages', 'Cuisine'];[[48.88305760506631, 2.297353199179103], [48.88540695817882, 2.3082142635793264]];106.1059077310971;False;3
